,Acatitla,Aculco,Agrícola Oriental,Allende,Apatlaco,Aquiles Serdán,Aragón,Atlalilco,Auditorio,Autobuses del Norte,Balbuena,Balderas,Barranca del Muerto,Bellas Artes,Bondojito,Bosque de Aragón,Boulevard Puerto Aéreo,Buenavista,Calle 11,Camarones,Canal de San Juan,Canal del Norte,Candelaria,Centro Médico,Cerro de la Estrella,Chabacano,Chapultepec,Chilpancingo,Ciudad Deportiva,Colegio Militar,Constitución de 1917,Constituyentes,Consulado,Copilco,Coyoacán,Coyuya,Cuatro Caminos,Cuauhtémoc,Cuitláhuac,Culhuacán,Deportivo 18 de Marzo,Deportivo Oceanía,División del Norte,Doctores,Eduardo Molina,Eje Central,El Rosario,Ermita,Escuadrón 201,Etiopía/Plaza de la Transparencia,Eugenia,Ferrería/Arena Ciudad de México,Fray Servando,Garibaldi/Lagunilla,General Anaya,Gomez Farías,Guelatao,Guerrero,Hangares,Hidalgo,Hospital 20 de Noviembre,Hospital General,Indios Verdes,Instituto del Petróleo,Insurgentes,Insurgentes Sur,Isabel La Católica,Iztacalco,Iztapalapa,Jamaica,Juanacatlán,Juárez,La Raza,La Viga,La Villa/Basílica,Lagunilla,Lindavista,Lomas Estrella,Lázaro Cárdenas,Martín Carrera,Merced,Mexicaltzingo,Miguel Ángel de Quevedo,Misterios,Mixcoac,Mixhiuca,Moctezuma,Morelos,Nativitas,Niños Héroes/Poder Judicial CDMX,Nopalera,Normal,Norte 45,Obrera,Observatorio,Oceanía,Olivos,Panteones,Pantitlán,Parque de los Venados,Patriotismo,Periferico Oriente,Peñón Viejo,Pino Suárez,Polanco,Politécnico,Popotla,Portales,Potrero,Puebla,Refinería,Revolución,Ricardo Flores Magón,Romero Rubio,Salto del Agua,San Andres Tomatlán,San Antonio,San Antonio Abad,San Cosme,San Joaquín,San Juan de Letrán,San Lázaro,San Pedro de Los Pinos,Santa Anita,Santa Marta,Sevilla,Tacuba,Tacubaya,Talismán,Tasqueña,Tepalcates,Tepito,Terminal Aérea,Tezonco,Tezozómoc,Tlaltenco,Tlatelolco,Tláhuac,UAM Azcapotzalco,UAM-I,Universidad,Valle Gómez,Vallejo,Velódromo,Viaducto,Villa de Aragón,Villa de Cortés,Viveros/Derechos Humanos,Xola,Zapata,Zapotitlán,Zaragoza,Zócalo/Tenochtitlan
Romero Rubio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017854849790143956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03578274379134955,0.0,0.0,0.0,0.056859618814807056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15023732923946087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972582793793254,0.0,0.010163985390862867,0.0,0.0,0.025288039146973848,0.0,0.025388740864140856,0.0,0.0,0.0,0.0,0.15023732923946087,0.0,0.0,0.0,0.0,0.0,0.15023732923946087,0.0,0.0,0.0,0.0,0.026087464987799187,0.0,0.15023732923946087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021668359174391257,0.0,0.0,0.0,0.0,0.034881880201308245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019664917983250742,0.0,0.0,0.0,0.0,0.0,0.029721766388508816,0.0,0.026836810152291092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049125678418396664
Salto del Agua,0.0,0.0,0.0,0.006281617810528202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022764980161940566,0.0,0.0028092225073636772,0.0,0.0,0.024748305964821245,0.0,0.0,0.024748305964821245,0.0,0.0,0.004422977441327268,0.006432663330028893,0.0,0.00895113281980105,0.0,0.005391056267393322,0.0,0.0,0.0,0.0,0.0,0.024748305964821245,0.0,0.0,0.0,0.0,0.0,0.024748305964821245,0.005140458788766312,0.0,0.024748305964821245,0.024748305964821245,0.0,0.024748305964821245,0.0,0.00483423461967036,0.0,0.009502615214801061,0.0,0.0,0.0,0.008510870693132326,0.024748305964821245,0.04949661192964249,0.0,0.019288901262068416,0.0,0.024552697362844732,0.024748305964821245,0.0,0.004357724174485386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024748305964821245,0.004716222348638907,0.0,0.0,0.024748305964821245,0.024748305964821245,0.0,0.0,0.0,0.008977095738184351,0.0,0.0,0.0,0.003930362975001831,0.0,0.0,0.0,0.0,0.011371678063292685,0.0,0.04949661192964249,0.0,0.0,0.0,0.004070856455122999,0.0,0.0,0.01259671752505928,0.024748305964821245,0.09899322385928498,0.0,0.0,0.01606873358038423,0.004497680934095589,0.0,0.0,0.0,0.024748305964821245,0.0,0.0,0.0,0.0,0.0,0.008237569304387278,0.0,0.024748305964821245,0.013768026210936134,0.0,0.0,0.0,0.009902023230744432,0.0,0.0,0.0,0.0,0.01736079725213576,0.017402919605235826,0.0,0.0,0.0,0.024748305964821245,0.0,0.0,0.0,0.0,0.0,0.024748305964821245,0.0,0.0,0.0,0.0,0.0,0.024748305964821245,0.04949661192964249,0.0,0.0,0.0,0.024748305964821245,0.007140327050595177,0.0,0.0,0.009016964292217758
San Andres Tomatlán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03369175276947474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01165782216519225,0.0,0.0,0.0,0.0,0.029380088091245336,0.18250645092423595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18250645092423595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012738082352907925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18250645092423595,0.0,0.0,0.0,0.0,0.18250645092423595,0.0,0.18250645092423595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Antonio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011785838246074766,0.0,0.010910310866672318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017545640222362997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10055668193964157,0.10055668193964157,0.0,0.0,0.10055668193964157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013110308865152501,0.0,0.018981600320318006,0.0,0.0,0.0,0.0,0.01717159108238565,0.0,0.0,0.0,0.0,0.0,0.0,0.10055668193964157,0.01825056662095963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10055668193964157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007462869696722678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10055668193964157,0.0,0.0,0.20111336387928314,0.0,0.03606035588973074,0.0,0.018269757247260893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014006156578588114,0.0,0.0,0.011991548846639104
San Antonio Abad,0.0,0.0,0.06255750737788622,0.007931655330584497,0.0,0.0,0.0,0.0062453185940624135,0.0,0.0,0.03127875368894311,0.007612655433116245,0.0,0.01034010153659688,0.0,0.03127875368894311,0.0,0.01085181655929651,0.0,0.03127875368894311,0.0,0.0,0.0,0.004105033687353206,0.0,0.005727121803154762,0.0,0.0,0.0,0.0,0.005793502235553644,0.0,0.0,0.0,0.06255750737788622,0.0,0.03127875368894311,0.006422706115627811,0.03127875368894311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011960706937774793,0.0,0.006100018738496737,0.0,0.03127875368894311,0.0,0.0,0.0,0.0,0.03127875368894311,0.016357731309639505,0.0,0.012318417720582606,0.0,0.0,0.0,0.0,0.0,0.0,0.09383626106682935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03127875368894311,0.0,0.0,0.0,0.0,0.03127875368894311,0.0,0.03127875368894311,0.0,0.0,0.004977689784780533,0.0,0.0,0.0,0.0,0.0,0.0,0.03127875368894311,0.0,0.0,0.03127875368894311,0.014981771759115161,0.0,0.0,0.01142296526628342,0.0,0.0,0.0,0.0,0.01282760019632983,0.01115703465916991,0.03127875368894311,0.0,0.06255750737788622,0.0,0.0,0.03127875368894311,0.017685914743157657,0.0,0.0,0.010393837386109652,0.0,0.0,0.008764035030623958,0.0,0.0,0.03127875368894311,0.0042864399004712735,0.0,0.0,0.0,0.0,0.009051904216189581,0.006548597590944702,0.0,0.005880393718189635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004549427300175167,0.0,0.0,0.015015513911985051
San Cosme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021861278496172577,0.0,0.0,0.02262192615007537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02508034391043749,0.0,0.0,0.025803487298953195,0.0,0.0,0.0,0.0,0.0,0.025375203195006846,0.0,0.0,0.02322096729921155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033296530753926794,0.0,0.024800202496904605,0.0,0.0,0.022047593052385538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02330502079825275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044246326597085904,0.0,0.12901486526079237,0.0,0.0,0.0,0.0,0.0,0.0,0.028136650043202333,0.0,0.0,0.0,0.0,0.0,0.020731912293007727,0.0,0.0,0.00965081286069655,0.0,0.0,0.0,0.0,0.02109219404001632,0.0,0.12901486526079237,0.0,0.12901486526079237,0.0,0.0,0.0,0.024628177667441888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017330174842173723,0.0,0.0,0.0,0.0,0.0,0.013315746488182819,0.0,0.02332246310766372,0.0,0.0,0.0,0.0,0.12901486526079237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018318565842279762,0.0,0.0,0.015754961723752882
San Joaquín,0.0,0.0,0.0,0.01045827501480325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005071398814359598,0.0,0.004692696684620384,0.0,0.0,0.0,0.007268539244260323,0.0,0.0,0.0,0.0,0.007314179644126166,0.005396010136149315,0.0,0.011037986317896103,0.0,0.0,0.0,0.0,0.0,0.04150231131386321,0.0,0.08300462262772643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008014352703654345,0.04150231131386321,0.008014929535334607,0.0,0.0,0.0,0.0,0.04150231131386321,0.0,0.0,0.005628879042257657,0.0,0.01563334166336004,0.04150231131386321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04150231131386321,0.0,0.0,0.0,0.0,0.0,0.04150231131386321,0.0,0.04150231131386321,0.04150231131386321,0.0,0.014794743751058883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009574158445948602,0.0,0.08300462262772643,0.0,0.0,0.0,0.006790564605512653,0.0,0.04150231131386321,0.0,0.0,0.04150231131386321,0.0,0.0,0.006978021794494222,0.007495532900349491,0.0,0.0,0.04150231131386321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04150231131386321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011819233938228355,0.0043516846124253186,0.0,0.007795081355742552,0.0,0.0,0.0,0.0,0.0,0.0,0.12450693394158957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011824163518153892,0.0,0.04150231131386321,0.0
San Juan de Letrán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137944803816129,0.0,0.05930576865467462,0.0,0.0,0.018893907235848093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022947223012665545,0.0,0.0,0.01203831330505835,0.05930576865467462,0.0,0.05930576865467462,0.0,0.0,0.01187444080293102,0.022309750216277728,0.0,0.0,0.0,0.0,0.0,0.0,0.11861153730934924,0.05930576865467462,0.0,0.007937967093006875,0.05930576865467462,0.0,0.0,0.0,0.010331895050834808,0.0,0.010306981052858202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011135447377139528,0.0,0.0,0.0,0.0,0.0,0.0,0.05930576865467462,0.0,0.0,0.0,0.0,0.00936516315080667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008788752257222776,0.0,0.0,0.0,0.0,0.00985045644453179,0.0,0.0,0.0,0.0,0.0,0.11861153730934924,0.0,0.02242618465263428,0.0,0.0,0.0,0.0,0.0,0.016487467414146056,0.05930576865467462,0.0,0.0,0.0,0.0,0.0,0.0,0.05930576865467462,0.0,0.006225595378893602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05930576865467462,0.0,0.0,0.0,0.0,0.0,0.0,0.014310982662761781
San Lázaro,0.0,0.0,0.029322660087685668,0.007432929782346663,0.0,0.0,0.0,0.005871913849528418,0.0,0.0,0.014661330043842834,0.01391530125555875,0.0,0.0065709657134662555,0.0,0.0,0.0,0.007688450210810373,0.014661330043842834,0.014661330043842834,0.014661330043842834,0.0,0.005207471899379521,0.009424558247050092,0.0,0.006688221138572202,0.0,0.0,0.029322660087685668,0.0,0.005411266637006354,0.0,0.0,0.0,0.029322660087685668,0.0,0.0,0.0,0.014661330043842834,0.0,0.006050272108974415,0.029322660087685668,0.04398399013152849,0.0,0.014661330043842834,0.0,0.003022765718758957,0.0,0.0,0.002886228160338853,0.0,0.0,0.0,0.007556561840743411,0.0,0.0,0.0,0.007902893389854901,0.029322660087685668,0.018654526027813086,0.0,0.014661330043842834,0.0051587805628182,0.0,0.007753867617403825,0.014661330043842834,0.04398399013152849,0.014661330043842834,0.0,0.0,0.0,0.0,0.0,0.0,0.014661330043842834,0.0,0.0,0.0,0.0,0.0,0.007971789890989744,0.0,0.029322660087685668,0.014661330043842834,0.004655708173114052,0.0,0.014661330043842834,0.014661330043842834,0.014661330043842834,0.003425289799622742,0.0,0.0,0.0,0.0,0.029322660087685668,0.0024243086718876644,0.0,0.0,0.01945029024680736,0.0,0.0,0.0,0.0,0.009729424245232298,0.0053002187463263425,0.0,0.014661330043842834,0.0,0.014661330043842834,0.029322660087685668,0.0,0.005725052901640491,0.0,0.0,0.012022329557193815,0.0,0.0,0.0,0.014661330043842834,0.0,0.0,0.007904347112866526,0.014661330043842834,0.0,0.0,0.04398399013152849,0.012536598414982641,0.013436315922569527,0.0,0.0027801272800850223,0.014661330043842834,0.014661330043842834,0.0,0.0,0.0,0.0,0.014661330043842834,0.0,0.0,0.0,0.0,0.014661330043842834,0.0,0.0,0.014661330043842834,0.029322660087685668,0.014661330043842834,0.0,0.0,0.010520525423328406,0.0,0.0,0.007192867216945247
San Pedro de Los Pinos,0.0,0.0,0.0,0.04016646782934084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019973508404126334,0.0,0.0511638589778947,0.0,0.0,0.0,0.052247299902478686,0.0,0.0,0.0,0.0,0.0,0.05766779645161774,0.0,0.05560420259852362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058675314155199054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029410770788899043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04212096940665314,0.0,0.0417869958710314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16532992873123695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16532992873123695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014057489226055792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0309231323056727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07273024984114265,0.0,0.0,0.0,0.0,0.023158797783461093,0.01709884927311554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02338410140978774,0.0,0.0,0.039170338312525935
Santa Anita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013006508722248436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22607203905928705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11303601952964352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007481336731784449,0.0,0.0,0.018920618843278034,0.0,0.0,0.0,0.11303601952964352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015470637688558159,0.11303601952964352,0.0,0.22607203905928705,0.0,0.0,0.01951593733256091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11303601952964352,0.0,0.02131680444442176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Marta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04456188875844004,0.0,0.0,0.0,0.0,0.0,0.0,0.03252018512811662,0.0,0.0,0.0,0.0,0.1872975205796301,0.0,0.0,0.0,0.0,0.06575280055242326,0.0,0.0,0.1872975205796301,0.0,0.0,0.0,0.03452994786917774,0.0,0.033398160968817835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024138260555526383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1872975205796301,0.0,0.0,0.0,0.0,0.05253288700207906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013839546215369645,0.0,0.0,0.0,0.0,0.0424061714438165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04875401261686437,0.019124774340162024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02654880281031637,0.0,0.0,0.0
Sevilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020635054852213414,0.0,0.024830012115008623,0.0,0.0,0.0,0.020091242871149547,0.0,0.0,0.0,0.0,0.010332578134241367,0.014979383748773849,0.0,0.010593616094181394,0.05866202814936489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022866225495190167,0.0,0.0,0.01124664107264014,0.05866202814936489,0.0,0.0,0.028857580071579462,0.0,0.0,0.05866202814936489,0.0078883925593531,0.0,0.007961378743913948,0.0,0.0,0.0,0.05866202814936489,0.0,0.05866202814936489,0.0,0.0,0.0,0.0,0.0,0.0,0.02132422153002625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02068560550186317,0.0,0.0,0.0,0.009258369069286536,0.0,0.05866202814936489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05866202814936489,0.02469849550494131,0.0,0.0,0.0,0.0,0.01897272103187675,0.010547430368460082,0.0,0.0,0.0,0.0,0.0,0.0,0.011336492002750801,0.0,0.0,0.0,0.0,0.0,0.031795930778443254,0.0,0.0,0.0,0.0079989848488104,0.0,0.05866202814936489,0.0,0.0,0.0,0.0178173339622828,0.0,0.0,0.05866202814936489,0.0,0.0,0.0,0.0,0.0,0.0,0.05866202814936489,0.0,0.0,0.0,0.0,0.0,0.0,0.05866202814936489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tacuba,0.0,0.0,0.011742410702682235,0.0,0.0,0.0,0.0,0.0,0.008264782553303181,0.0,0.011742410702682235,0.01127372971454805,0.03522723210804673,0.00399162614730697,0.0,0.0,0.011742410702682235,0.0061579114347977285,0.0,0.0,0.02348482140536447,0.0,0.002110543045117559,0.010527810455302553,0.0,0.011520572710388434,0.0,0.0076644812405317776,0.02348482140536447,0.011742410702682235,0.004358323535275374,0.011742410702682235,0.0,0.0,0.011742410702682235,0.0,0.0,0.0024275724697377698,0.011742410702682235,0.0,0.004874555634622099,0.011742410702682235,0.0,0.0,0.011742410702682235,0.011742410702682235,0.004798206536515304,0.013422670929337605,0.0,0.004602596465577781,0.011742410702682235,0.0,0.011742410702682235,0.0020502380861665156,0.011742410702682235,0.03522723210804673,0.011742410702682235,0.00947272188191153,0.011742410702682235,0.015257839615759158,0.0,0.0,0.01213696128099354,0.0,0.0020875115100588764,0.0,0.0,0.02348482140536447,0.0,0.011742410702682235,0.011742410702682235,0.0,0.013101656594035027,0.011742410702682235,0.0,0.0,0.0,0.0,0.0,0.02348482140536447,0.008514116385681258,0.0,0.011742410702682235,0.0,0.007413950148709658,0.011742410702682235,0.011742410702682235,0.0,0.011742410702682235,0.0,0.0,0.011742410702682235,0.0,0.0,0.0,0.007650480543608484,0.0,0.011742410702682235,0.015195475435986776,0.011742410702682235,0.011742410702682235,0.02348482140536447,0.0,0.017021253686646014,0.002155350307718269,0.0,0.0,0.04696964281072894,0.0,0.011742410702682235,0.011742410702682235,0.00461962270584075,0.011742410702682235,0.0,0.001993119587150901,0.0,0.0,0.00660586041685426,0.0,0.0,0.0,0.004804068720845886,0.0,0.0,0.0,0.02348482140536447,0.013362725614544938,0.009693702263273108,0.0,0.0022351933778620606,0.011742410702682235,0.0,0.0,0.0,0.0,0.0,0.011742410702682235,0.02348482140536447,0.0,0.011742410702682235,0.02348482140536447,0.0,0.0,0.0,0.011742410702682235,0.0,0.0,0.0,0.0,0.013385200302512272,0.011742410702682235,0.02348482140536447,0.00721810509518002
Tacubaya,0.0,0.0,0.013570479662175517,0.003459940340870749,0.0,0.0,0.0,0.005418371902224841,0.00949624928683423,0.013570479662175517,0.006785239831087759,0.008209161573804604,0.0,0.01048827175561532,0.0,0.006785239831087759,0.006785239831087759,0.00710933582354629,0.006785239831087759,0.006785239831087759,0.006785239831087759,0.0,0.004826060950641558,0.010454591406934834,0.0,0.012088519856139339,0.006785239831087759,0.005932092932078398,0.0,0.006785239831087759,0.0037735334855363302,0.0,0.0,0.020355719493263282,0.006785239831087759,0.013570479662175517,0.0,0.0,0.006785239831087759,0.0,0.004224604771726142,0.0,0.013570479662175517,0.006785239831087759,0.0,0.006785239831087759,0.0013964515207578628,0.002653565085323743,0.013570479662175517,0.0013443785715373476,0.013570479662175517,0.013570479662175517,0.006785239831087759,0.00700498456719321,0.006785239831087759,0.013570479662175517,0.006785239831087759,0.009098798869510899,0.006785239831087759,0.017023704772447527,0.013570479662175517,0.027140959324351035,0.007098281326785067,0.006785239831087759,0.0059985166458097865,0.006785239831087759,0.013570479662175517,0.020355719493263282,0.006785239831087759,0.020355719493263282,0.0,0.020355719493263282,0.0038810859910105985,0.006785239831087759,0.0,0.013570479662175517,0.006785239831087759,0.0,0.020355719493263282,0.006785239831087759,0.0037367399842321443,0.020355719493263282,0.020355719493263282,0.0,0.012630420138089878,0.0,0.006785239831087759,0.013570479662175517,0.006785239831087759,0.0,0.0,0.006785239831087759,0.0,0.0,0.020355719493263282,0.007707260371321923,0.0,0.0,0.011425245949126871,0.0,0.0,0.0,0.0,0.016474793818967267,0.0037171593290843525,0.0,0.006785239831087759,0.0,0.0,0.0,0.006785239831087759,0.006630002626209374,0.0,0.006785239831087759,0.0045793033714721645,0.0,0.006785239831087759,0.005732925396016114,0.027140959324351035,0.006785239831087759,0.013570479662175517,0.008242380701613455,0.006785239831087759,0.0,0.0,0.020355719493263282,0.009769205881311593,0.014433315009676484,0.0,0.005121193727263889,0.027140959324351035,0.0,0.0,0.006785239831087759,0.006785239831087759,0.0,0.013570479662175517,0.006785239831087759,0.0,0.0,0.0,0.0,0.006785239831087759,0.0,0.006785239831087759,0.006785239831087759,0.0,0.020355719493263282,0.006785239831087759,0.0068880016177706805,0.0,0.0,0.009125648884038103
Talismán,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02579474854591423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02566352614142148,0.0,0.4742708626563321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4742708626563321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
