,Acatitla,Aculco,Agrícola Oriental,Allende,Apatlaco,Aquiles Serdán,Aragón,Atlalilco,Auditorio,Autobuses del Norte,Balbuena,Balderas,Barranca del Muerto,Bellas Artes,Bondojito,Bosque de Aragón,Boulevard Puerto Aéreo,Buenavista,Calle 11,Camarones,Canal de San Juan,Canal del Norte,Candelaria,Centro Médico,Cerro de la Estrella,Chabacano,Chapultepec,Chilpancingo,Ciudad Deportiva,Colegio Militar,Constitución de 1917,Constituyentes,Consulado,Copilco,Coyoacán,Coyuya,Cuatro Caminos,Cuauhtémoc,Cuitláhuac,Culhuacán,Deportivo 18 de Marzo,Deportivo Oceanía,División del Norte,Doctores,Eduardo Molina,Eje Central,El Rosario,Ermita,Escuadrón 201,Etiopía/Plaza de la Transparencia,Eugenia,Ferrería/Arena Ciudad de México,Fray Servando,Garibaldi/Lagunilla,General Anaya,Gomez Farías,Guelatao,Guerrero,Hangares,Hidalgo,Hospital 20 de Noviembre,Hospital General,Indios Verdes,Instituto del Petróleo,Insurgentes,Insurgentes Sur,Isabel La Católica,Iztacalco,Iztapalapa,Jamaica,Juanacatlán,Juárez,La Raza,La Viga,La Villa/Basílica,Lagunilla,Lindavista,Lomas Estrella,Lázaro Cárdenas,Martín Carrera,Merced,Mexicaltzingo,Miguel Ángel de Quevedo,Misterios,Mixcoac,Mixhiuca,Moctezuma,Morelos,Nativitas,Niños Héroes/Poder Judicial CDMX,Nopalera,Normal,Norte 45,Obrera,Observatorio,Oceanía,Olivos,Panteones,Pantitlán,Parque de los Venados,Patriotismo,Periferico Oriente,Peñón Viejo,Pino Suárez,Polanco,Politécnico,Popotla,Portales,Potrero,Puebla,Refinería,Revolución,Ricardo Flores Magón,Romero Rubio,Salto del Agua,San Andres Tomatlán,San Antonio,San Antonio Abad,San Cosme,San Joaquín,San Juan de Letrán,San Lázaro,San Pedro de Los Pinos,Santa Anita,Santa Marta,Sevilla,Tacuba,Tacubaya,Talismán,Tasqueña,Tepalcates,Tepito,Terminal Aérea,Tezonco,Tezozómoc,Tlaltenco,Tlatelolco,Tláhuac,UAM Azcapotzalco,UAM-I,Universidad,Valle Gómez,Vallejo,Velódromo,Viaducto,Villa de Aragón,Villa de Cortés,Viveros/Derechos Humanos,Xola,Zapata,Zapotitlán,Zaragoza,Zócalo/Tenochtitlan
Tasqueña,0.0,0.0299228555644222,0.0,0.007574926871799182,0.0299228555644222,0.0299228555644222,0.0,0.005946968658245806,0.0,0.0,0.0,0.010809106822040613,0.0,0.01607550738738119,0.0,0.0,0.0598457111288444,0.0,0.0,0.0,0.0,0.0,0.0,0.011539736825821318,0.0,0.013345672801738517,0.0,0.012885491845881461,0.0299228555644222,0.0,0.0054997293458853656,0.0,0.0299228555644222,0.0,0.0299228555644222,0.0,0.0,0.006122464099115973,0.0299228555644222,0.0,0.01218785150228218,0.0,0.0,0.0299228555644222,0.0,0.0,0.006107382915351739,0.0,0.0,0.0,0.0,0.0,0.0,0.015061791505062923,0.0,0.0,0.0,0.004062609631201634,0.0,0.009997605248803818,0.0,0.0,0.010384043489321232,0.0,0.015545755453143111,0.0,0.0,0.0299228555644222,0.0,0.0,0.0,0.0,0.005689211696835812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005456986197157508,0.0,0.0,0.0,0.013968777957836735,0.0,0.0,0.0299228555644222,0.0,0.0,0.0,0.0,0.0,0.0,0.0299228555644222,0.004906464660460235,0.0,0.0,0.017123285024314996,0.0,0.0,0.0299228555644222,0.0299228555644222,0.007562881264248279,0.005436642963464814,0.0,0.0,0.0,0.0,0.0299228555644222,0.0,0.005857226507957278,0.0299228555644222,0.0,0.0050359336778207295,0.0,0.0299228555644222,0.0,0.0,0.0299228555644222,0.0,0.0,0.0,0.0,0.0,0.0299228555644222,0.008661181737736888,0.01227283383311086,0.0,0.005616154083810395,0.0,0.0,0.0299228555644222,0.0,0.0,0.0,0.0,0.0,0.0,0.0299228555644222,0.0,0.0,0.0,0.0299228555644222,0.0,0.0299228555644222,0.0,0.0,0.0,0.0,0.0,0.0,0.02111724244603671
Tepalcates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013247234362083585,0.0,0.012173710577738478,0.0,0.0,0.0,0.018706282779130813,0.0,0.1106182355139028,0.0,0.0,0.018650584743372105,0.027120730671664227,0.0,0.01917417468987002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041734488514281735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02062316735466309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007532124042984082,0.0,0.0,0.01887062169158568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1106182355139028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030457448213717483,0.0,0.0,0.0,0.0,0.03356917403112794,0.01947378017185055,0.0,0.1106182355139028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014587898415131448,0.0,0.0,0.1106182355139028,0.0,0.01561896985256071,0.011366922135852558,0.0,0.0,0.0,0.1106182355139028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1106182355139028,0.0,0.0,0.0,0.0,0.0,0.0,0.013383274668968664
Tepito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027350833891653617,0.0,0.01939222597360782,0.0,0.02395127251646134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022352785062721755,0.0,0.0,0.02284951551184719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11424225877001914,0.0,0.0,0.0,0.0,0.0,0.0,0.020977224244435096,0.0,0.0,0.01935831757358195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020830554887421124,0.0,0.0,0.2284845175400383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2284845175400383,0.11424225877001914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009510496764323981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11424225877001914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013730962183812161
Terminal Aérea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024051922198542356,0.2227035207511643,0.0,0.0,0.03661633983553045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019660968116085673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655051505714237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03748317070888422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2227035207511643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034396934894576126,0.0,0.0,0.016221934520913632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028618603787760377,0.0,0.0,0.0,0.0,0.031090188173327066,0.0,0.0,0.03824422493946356,0.0,0.0,0.0,0.0,0.0,0.0,0.2227035207511643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tezonco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029195629530452107,0.0,0.0,0.0,0.0,0.16017066070072103,0.0,0.0,0.16017066070072103,0.0,0.0,0.0,0.0,0.0,0.0,0.026827442929377634,0.0,0.0,0.0,0.0,0.032966744359852945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026252011339894594,0.0,0.16017066070072103,0.0,0.0,0.0,0.028057706467310733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16017066070072103,0.16017066070072103,0.0,0.0,0.03370316441297237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022143997456534326,0.0,0.0,0.0
Tezozómoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273978052584924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273978052584924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273978052584924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017806584224522713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tlaltenco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04366805035574009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2741785851358616,0.0,0.0,0.0,0.0,0.041967314722899995,0.0,0.0,0.2741785851358616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021426065691278074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039524954432446066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2741785851358616,0.030877859390051287
Tlatelolco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013750830183188185,0.0,0.0,0.0,0.008536175982550845,0.07025381889968181,0.007885329135891175,0.0,0.0,0.0,0.023573014651356656,0.0,0.0,0.0,0.0,0.012287585615771519,0.009081091553223205,0.0,0.01259532688267455,0.07025381889968181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07025381889968181,0.0,0.01414348998375696,0.0,0.0,0.01433497309084339,0.0,0.0,0.0,0.0,0.07025381889968181,0.0,0.013356203095575897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027049955207934694,0.0,0.022347080539390798,0.0,0.0,0.023816865442349445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013064800492941026,0.0,0.0,0.0,0.0,0.0,0.0,0.07025381889968181,0.012694520412547454,0.0,0.0,0.0,0.011080220028207837,0.0,0.0,0.0,0.0,0.030512900982219374,0.0,0.07025381889968181,0.0,0.0,0.0,0.0,0.0,0.0,0.0152868838283427,0.0,0.0,0.0,0.07025381889968181,0.01717928511952977,0.012596105219932758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07025381889968181,0.0,0.019446960314273776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01436879585068745,0.0,0.0,0.07025381889968181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010078752575179994,0.0,0.0,0.008648483714494047
Tláhuac,0.09684757205502113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011716190868239603,0.09684757205502113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016535305416395397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019159862172243646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09684757205502113,0.0,0.0,0.0,0.0,0.0,0.012984313807967147,0.0,0.0,0.0,0.0,0.016498114243993455,0.0,0.016767347555356842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289314636211233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384811168824723,0.0,0.0,0.01419856824035928,0.09684757205502113,0.0,0.0,0.0,0.015884531510248982,0.01689158557479475,0.0,0.0,0.0,0.0,0.0,0.0,0.034536617774220464,0.0,0.0,0.03042539536634727,0.0,0.0,0.0,0.0,0.19369514411004227,0.0,0.025237153311869695,0.0,0.0,0.0,0.0,0.0,0.010102619331446431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09684757205502113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01387965167680015,0.0,0.0,0.022933463974620864
UAM Azcapotzalco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02760030140813943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028349263369675467,0.0,0.0,0.0,0.0,0.0,0.0,0.18003995940286624,0.0,0.0,0.18003995940286624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18003995940286624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3600799188057325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023517780609764064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020332857598089688
UAM-I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014935164875504612,0.0,0.013662021223170697,0.0,0.0,0.0,0.021100143148981308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12596304646627854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016406038057109686,0.0,0.008483288030982866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022499445522643102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12596304646627854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12596304646627854,0.009370468319540656,0.0,0.0,0.0,0.0,0.036783216060030204,0.0,0.0,0.0,0.12596304646627854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12596304646627854,0.032916683403148246,0.012894861559995101,0.0,0.02259632949911319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12596304646627854,0.0,0.0,0.0,0.017522243565814416,0.0,0.0,0.015051817936294764
Universidad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081213706034939,0.0,0.014504070468458963,0.0,0.0,0.0667103878741702,0.0,0.0,0.0,0.0,0.0,0.0,0.008647845203923053,0.0,0.0,0.0,0.0,0.0,0.0,0.02315691453155588,0.0,0.0,0.0667103878741702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01277111375475334,0.0,0.012763661069778151,0.0,0.0,0.0,0.0,0.0,0.0667103878741702,0.0,0.017407208285724483,0.0,0.024661520130090434,0.0,0.0,0.011419862981023866,0.0667103878741702,0.032332690570040415,0.0,0.0,0.0667103878741702,0.0667103878741702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667103878741702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03064751656777472,0.0,0.0,0.005019607548547685,0.0,0.0,0.0,0.0,0.021154810854468943,0.0,0.0,0.0,0.0667103878741702,0.0,0.0,0.0,0.0,0.0,0.0,0.010929538745556645,0.0667103878741702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009636382585146583,0.006995599721836647,0.0,0.0,0.0667103878741702,0.0667103878741702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01601601976195408
Valle Gómez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11240048269741519,0.0,0.04823600568236021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6736944513851356,0.0,0.0,0.041234711017012975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06271707652965637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06171727268841965
Vallejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09584000503063217,0.6868413852722804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09430237625302487,0.0,0.0,0.04399026191328538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07902597153077708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Velódromo,0.0,0.0,0.0,0.0,0.08636714851413899,0.0,0.0,0.0,0.0,0.0,0.0,0.010357397106575215,0.08636714851413899,0.018472912575944325,0.0,0.0,0.0,0.0,0.0,0.0,0.08636714851413899,0.0,0.028502119458595498,0.0,0.0,0.0,0.0,0.0349497967186182,0.08636714851413899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02197371197291206,0.0,0.01655042087324175,0.0,0.0,0.014657650359056732,0.0,0.0,0.0,0.0,0.0,0.08636714851413899,0.08636714851413899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013421591307584945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08636714851413899,0.01375183966139902,0.0,0.0,0.0064519141496647055,0.0,0.0,0.0,0.0,0.014082632856792048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017341045084460795,0.0,0.0,0.0,0.08636714851413899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08636714851413899,0.0,0.0,0.0,0.0,0.0,0.012182631247903978,0.0,0.0,0.0
Viaducto,0.0,0.0,0.0,0.015375383724421203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008019547585759266,0.0,0.02121783347118191,0.0,0.0,0.0,0.0,0.011254464582976605,0.0,0.06154602722573966,0.0,0.0,0.0,0.0,0.0,0.06154602722573966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012363639783478389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008319244220454809,0.0,0.0158943814029309,0.0,0.0,0.020722457597791635,0.06154602722573966,0.0,0.0,0.06154602722573966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06154602722573966,0.06154602722573966,0.0,0.0,0.06154602722573966,0.0110625333789231,0.0,0.0,0.0,0.018650252564883278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004651591625180423,0.0,0.0,0.0,0.0,0.005253772130286304,0.0,0.0,0.0,0.0,0.06154602722573966,0.0,0.0,0.011831135459215875,0.0,0.0,0.019626963900026245,0.0,0.0,0.0,0.0,0.0,0.0,0.02368427549185736,0.0,0.0,0.0,0.0,0.008930034034124302,0.018374965499448236,0.0,0.011393162479123089,0.0,0.0,0.0,0.06154602722573966,0.0,0.0,0.0,0.06154602722573966,0.06154602722573966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06154602722573966,0.0,0.0,0.0,0.0,0.0,0.014822034359061471
Villa de Aragón,0.0,0.0,0.0,0.0,0.0,0.0,0.0701356957764018,0.0,0.016216190895094143,0.0,0.0,0.0084740300409043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01747168050415386,0.0,0.029054146249603837,0.0,0.0,0.0,0.0,0.012706704597927044,0.0,0.0,0.0,0.0,0.0701356957764018,0.0,0.0,0.0,0.0,0.014264415983193007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013381490950487343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018336780169641218,0.0,0.013908740493772307,0.0,0.0,0.01201912607456002,0.0,0.012200993505916215,0.0,0.0701356957764018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701356957764018,0.0,0.021279602705599303,0.0,0.1402713915528036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01122600110673649,0.0,0.0,0.03273373209648346,0.0,0.0,0.0,0.0,0.01158566527127547,0.0,0.0,0.0,0.0701356957764018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701356957764018,0.0,0.0,0.0,0.0701356957764018,0.0,0.0,0.0,0.014151739332213519,0.0,0.012874036189135981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010047427939497774,0.0701356957764018,0.0,0.016710538129786734
